transaction_id,line_id,date,period,account_code,account_name,debit,credit,description,source_doc
JE-000342,JE-000342-1,2025-11-30,2025-11,1100,Accounts Receivable,34343.54,0,Professional services revenue recognized,SVC-40275
JE-000342,JE-000342-2,2025-11-30,2025-11,4100,Service Revenue,0,34343.54,Professional services revenue recognized,SVC-40275
JE-000343,JE-000343-1,2025-11-30,2025-11,5000,Cost of Goods Sold,109397.69,0,Hosting infrastructure & customer support costs,INV-40276
JE-000343,JE-000343-2,2025-11-30,2025-11,2000,Accounts Payable,0,109397.69,Hosting infrastructure & customer support costs,INV-40276
JE-000344,JE-000344-1,2025-11-05,2025-11,6000,Salaries & Wages,129735.61,0,Payroll run,PR-40277
JE-000344,JE-000344-2,2025-11-05,2025-11,1000,Cash,0,129735.61,Payroll run,PR-40277
JE-000345,JE-000345-1,2025-11-05,2025-11,6100,Employee Benefits,29124.66,0,Employee benefits & payroll taxes,PR-40278
JE-000345,JE-000345-2,2025-11-05,2025-11,1000,Cash,0,29124.66,Employee benefits & payroll taxes,PR-40278
JE-000346,JE-000346-1,2025-11-15,2025-11,6200,Software & Subscriptions,10311.07,0,Recurring SaaS tooling subscriptions,SUB-40279
JE-000346,JE-000346-2,2025-11-15,2025-11,1000,Cash,0,10311.07,Recurring SaaS tooling subscriptions,SUB-40279
JE-000347,JE-000347-1,2025-11-15,2025-11,6300,Marketing & Advertising,38000,0,One-off brand awareness campaign — outside normal Q4 plan,INV-40280
JE-000347,JE-000347-2,2025-11-15,2025-11,2000,Accounts Payable,0,38000,One-off brand awareness campaign — outside normal Q4 plan,INV-40280
JE-000348,JE-000348-1,2025-11-15,2025-11,6300,Marketing & Advertising,28691.92,0,Digital advertising & agency fees,INV-40281
JE-000348,JE-000348-2,2025-11-15,2025-11,2000,Accounts Payable,0,28691.92,Digital advertising & agency fees,INV-40281
JE-000349,JE-000349-1,2025-11-15,2025-11,6400,Travel & Entertainment,4210.88,0,Employee travel & client entertainment,EXP-40282
JE-000349,JE-000349-2,2025-11-15,2025-11,1000,Cash,0,4210.88,Employee travel & client entertainment,EXP-40282
JE-000350,JE-000350-1,2025-11-15,2025-11,6500,Professional Fees,5795.31,0,"Legal, audit & advisory fees",INV-40283
JE-000350,JE-000350-2,2025-11-15,2025-11,2000,Accounts Payable,0,5795.31,"Legal, audit & advisory fees",INV-40283
JE-000351,JE-000351-1,2025-11-05,2025-11,6600,Rent & Facilities,13200,0,Office lease payment,LEASE-40284
JE-000351,JE-000351-2,2025-11-05,2025-11,1000,Cash,0,13200,Office lease payment,LEASE-40284
JE-000352,JE-000352-1,2025-11-30,2025-11,6700,Depreciation,2000,0,Monthly depreciation expense,DEP-2025-11
JE-000352,JE-000352-2,2025-11-30,2025-11,1600,Accumulated Depreciation,0,2000,Monthly depreciation expense,DEP-2025-11
JE-000353,JE-000353-1,2025-11-15,2025-11,6800,Office Supplies,1098.43,0,Office supplies,EXP-40285
JE-000353,JE-000353-2,2025-11-15,2025-11,1000,Cash,0,1098.43,Office supplies,EXP-40285
JE-000354,JE-000354-1,2025-11-15,2025-11,6900,Utilities,2016.44,0,Utilities,UTIL-40286
JE-000354,JE-000354-2,2025-11-15,2025-11,1000,Cash,0,2016.44,Utilities,UTIL-40286
JE-000355,JE-000355-1,2025-11-30,2025-11,1000,Cash,306341.03,0,Customer collections on account,COLL-2025-11
JE-000355,JE-000355-2,2025-11-30,2025-11,1100,Accounts Receivable,0,306341.03,Customer collections on account,COLL-2025-11
JE-000356,JE-000356-1,2025-11-30,2025-11,2000,Accounts Payable,115107.94,0,Vendor payments on account,PMT-2025-11
JE-000356,JE-000356-2,2025-11-30,2025-11,1000,Cash,0,115107.94,Vendor payments on account,PMT-2025-11
JE-000357,JE-000357-1,2025-12-31,2025-12,1100,Accounts Receivable,319665.37,0,Monthly SaaS subscription revenue recognized,SUB-40287
JE-000357,JE-000357-2,2025-12-31,2025-12,4000,Product Revenue,0,319665.37,Monthly SaaS subscription revenue recognized,SUB-40287
JE-000358,JE-000358-1,2025-12-31,2025-12,1100,Accounts Receivable,36210.91,0,Professional services revenue recognized,SVC-40288
JE-000358,JE-000358-2,2025-12-31,2025-12,4100,Service Revenue,0,36210.91,Professional services revenue recognized,SVC-40288
JE-000359,JE-000359-1,2025-12-31,2025-12,5000,Cost of Goods Sold,102205.4,0,Hosting infrastructure & customer support costs,INV-40289
JE-000359,JE-000359-2,2025-12-31,2025-12,2000,Accounts Payable,0,102205.4,Hosting infrastructure & customer support costs,INV-40289
JE-000360,JE-000360-1,2025-12-05,2025-12,6000,Salaries & Wages,129982.08,0,Payroll run,PR-40290
JE-000360,JE-000360-2,2025-12-05,2025-12,1000,Cash,0,129982.08,Payroll run,PR-40290
JE-000361,JE-000361-1,2025-12-05,2025-12,6100,Employee Benefits,27654.15,0,Employee benefits & payroll taxes,PR-40291
JE-000361,JE-000361-2,2025-12-05,2025-12,1000,Cash,0,27654.15,Employee benefits & payroll taxes,PR-40291
JE-000362,JE-000362-1,2025-12-15,2025-12,6200,Software & Subscriptions,11658.41,0,Recurring SaaS tooling subscriptions,SUB-40292
JE-000362,JE-000362-2,2025-12-15,2025-12,1000,Cash,0,11658.41,Recurring SaaS tooling subscriptions,SUB-40292
JE-000363,JE-000363-1,2025-12-15,2025-12,6300,Marketing & Advertising,28910.98,0,Digital advertising & agency fees,INV-40293
JE-000363,JE-000363-2,2025-12-15,2025-12,2000,Accounts Payable,0,28910.98,Digital advertising & agency fees,INV-40293
JE-000364,JE-000364-1,2025-12-15,2025-12,6400,Travel & Entertainment,4164.39,0,Employee travel & client entertainment,EXP-40294
JE-000364,JE-000364-2,2025-12-15,2025-12,1000,Cash,0,4164.39,Employee travel & client entertainment,EXP-40294
JE-000365,JE-000365-1,2025-12-15,2025-12,6500,Professional Fees,5538.91,0,"Legal, audit & advisory fees",INV-40295
JE-000365,JE-000365-2,2025-12-15,2025-12,2000,Accounts Payable,0,5538.91,"Legal, audit & advisory fees",INV-40295
JE-000366,JE-000366-1,2025-12-05,2025-12,6600,Rent & Facilities,13200,0,Office lease payment,LEASE-40296
JE-000366,JE-000366-2,2025-12-05,2025-12,1000,Cash,0,13200,Office lease payment,LEASE-40296
JE-000367,JE-000367-1,2025-12-31,2025-12,6700,Depreciation,2000,0,Monthly depreciation expense,DEP-2025-12
JE-000367,JE-000367-2,2025-12-31,2025-12,1600,Accumulated Depreciation,0,2000,Monthly depreciation expense,DEP-2025-12
JE-000368,JE-000368-1,2025-12-15,2025-12,6800,Office Supplies,1200.28,0,Office supplies,EXP-40297
JE-000368,JE-000368-2,2025-12-15,2025-12,1000,Cash,0,1200.28,Office supplies,EXP-40297
JE-000369,JE-000369-1,2025-12-15,2025-12,6900,Utilities,2214.72,0,Utilities,UTIL-40298
JE-000369,JE-000369-2,2025-12-15,2025-12,1000,Cash,0,2214.72,Utilities,UTIL-40298
JE-000370,JE-000370-1,2025-12-31,2025-12,1000,Cash,302494.83,0,Customer collections on account,COLL-2025-12
JE-000370,JE-000370-2,2025-12-31,2025-12,1100,Accounts Receivable,0,302494.83,Customer collections on account,COLL-2025-12
JE-000371,JE-000371-1,2025-12-31,2025-12,2000,Accounts Payable,109324.24,0,Vendor payments on account,PMT-2025-12
JE-000371,JE-000371-2,2025-12-31,2025-12,1000,Cash,0,109324.24,Vendor payments on account,PMT-2025-12
